query_id,user_id,component_id,component_event_count,component_personalization_mass,component_ppr_mass
tokyo_325605_temporal_spatial,325605,1,80,0.97541175960279,0.975411759574084
tokyo_325605_temporal_spatial,325605,2,2,0.0245882403972096,0.0245882404259162
tokyo_328941_relational_after,328941,1,23,1,1
tokyo_328941_semantic,328941,1,23,1,1
tokyo_328941_temporal_spatial,328941,1,23,1,1
tokyo_339444_relational_after,339444,1,31,1,1
tokyo_339444_semantic,339444,1,31,1,1
tokyo_339444_temporal_spatial,339444,1,31,1,1
tokyo_342180_relational_after,342180,1,47,0.960804906190997,0.960804906168769
tokyo_342180_relational_after,342180,2,2,0.0391950938090025,0.0391950938312313
tokyo_342180_semantic,342180,1,47,0.959964754276035,0.959964754254589
tokyo_342180_semantic,342180,2,2,0.0400352457239647,0.040035245745411
tokyo_342180_temporal_spatial,342180,1,47,0.958340671966194,0.958340671926327
tokyo_342180_temporal_spatial,342180,2,2,0.0416593280338059,0.0416593280736734
tokyo_34258_relational_after,34258,1,42,1,1
tokyo_34258_semantic,34258,1,42,1,1
tokyo_34258_temporal_spatial,34258,1,42,1,1
tokyo_347501_relational_after,347501,1,20,1,1
tokyo_347501_temporal_spatial,347501,1,20,1,1
tokyo_348059_relational_after,348059,1,63,1,1
tokyo_348059_semantic,348059,1,63,1,1
tokyo_348059_temporal_spatial,348059,1,63,1,1
tokyo_348682_relational_after,348682,1,16,0.740146772859997,0.740146772839639
tokyo_348682_relational_after,348682,2,6,0.259853227140003,0.259853227160361
tokyo_348682_semantic,348682,1,16,0.726535737004564,0.726535736990544
tokyo_348682_semantic,348682,2,6,0.273464262995436,0.273464263009456
tokyo_348682_temporal_spatial,348682,1,16,0.718209491759225,0.71820949173894
tokyo_348682_temporal_spatial,348682,2,6,0.281790508240775,0.28179050826106
tokyo_350248_relational_after,350248,1,48,0.89012607984945,0.89012607980758
tokyo_350248_relational_after,350248,2,6,0.10987392015055,0.10987392019242
tokyo_350248_semantic,350248,1,48,0.888923894348413,0.888923894308782
tokyo_350248_semantic,350248,2,6,0.111076105651587,0.111076105691218
tokyo_350248_temporal_spatial,350248,1,48,0.888040424233269,0.888040424195283
tokyo_350248_temporal_spatial,350248,2,6,0.111959575766731,0.111959575804717
tokyo_356419_relational_after,356419,1,33,1,1
tokyo_356419_semantic,356419,1,33,1,1
tokyo_356419_temporal_spatial,356419,1,33,1,1
tokyo_35718_relational_after,35718,1,19,0.744082597921318,0.744082597929617
tokyo_35718_relational_after,35718,2,7,0.255917402078682,0.255917402070383
tokyo_35718_semantic,35718,1,19,0.728306087777979,0.728306087793625
tokyo_35718_semantic,35718,2,7,0.271693912222021,0.271693912206375
tokyo_35718_temporal_spatial,35718,1,19,0.733515162646038,0.733515162659258
tokyo_35718_temporal_spatial,35718,2,7,0.266484837353962,0.266484837340742
tokyo_362630_relational_after,362630,1,4,0.163177971365831,0.163177971371096
tokyo_362630_relational_after,362630,2,11,0.466840558399569,0.466840558363928
tokyo_362630_relational_after,362630,3,3,0.122255311011554,0.122255311018646
tokyo_362630_relational_after,362630,4,2,0.0829462995881559,0.0829462995955719
tokyo_362630_relational_after,362630,5,2,0.0834070411745325,0.0834070411815193
tokyo_362630_relational_after,362630,6,2,0.0813728184603577,0.081372818469239
tokyo_362630_semantic,362630,1,4,0.163019963167858,0.16301996317327
tokyo_362630_semantic,362630,2,11,0.458534578399982,0.458534578372076
tokyo_362630_semantic,362630,3,3,0.126953893342103,0.126953893344819
tokyo_362630_semantic,362630,4,2,0.0840601443635288,0.0840601443699074
tokyo_362630_semantic,362630,5,2,0.0862476535409188,0.0862476535452602
tokyo_362630_semantic,362630,6,2,0.0811837671856097,0.0811837671946671
tokyo_362630_temporal_spatial,362630,1,4,0.162810451657416,0.162810451663024
tokyo_362630_temporal_spatial,362630,2,11,0.461427593512949,0.461427593482349
tokyo_362630_temporal_spatial,362630,3,3,0.125354624984821,0.125354624989026
tokyo_362630_temporal_spatial,362630,4,2,0.0834305462982025,0.0834305463051675
tokyo_362630_temporal_spatial,362630,5,2,0.0845526189762743,0.0845526189821942
tokyo_362630_temporal_spatial,362630,6,2,0.0824241645703368,0.082424164578239
tokyo_36487_relational_after,36487,1,54,1,1
tokyo_36487_semantic,36487,1,54,1,1
tokyo_36487_temporal_spatial,36487,1,54,1,1
tokyo_365381_relational_after,365381,1,14,0.588250323238362,0.588250323222341
tokyo_365381_relational_after,365381,2,8,0.328046635024344,0.328046635029194
tokyo_365381_relational_after,365381,3,2,0.0837030417372942,0.0837030417484651
tokyo_365381_semantic,365381,1,14,0.583000655670789,0.583000655643637
tokyo_365381_semantic,365381,2,8,0.332162797847998,0.332162797853864
tokyo_365381_semantic,365381,3,2,0.0848365464812129,0.084836546502499
tokyo_365381_temporal_spatial,365381,1,14,0.588056625665527,0.588056625649596
tokyo_365381_temporal_spatial,365381,2,8,0.329259139931454,0.32925913993574
tokyo_365381_temporal_spatial,365381,3,2,0.0826842344030189,0.0826842344146642
tokyo_41088_relational_after,41088,1,77,1,1
tokyo_41088_semantic,41088,1,77,1,1
tokyo_41088_temporal_spatial,41088,1,77,1,1
tokyo_42282_relational_after,42282,1,16,0.67481614504851,0.674816145031653
tokyo_42282_relational_after,42282,2,2,0.0793355727770766,0.079335572800492
tokyo_42282_relational_after,42282,3,2,0.0823855762843893,0.0823855762771634
tokyo_42282_relational_after,42282,4,4,0.163462705890025,0.163462705890692
tokyo_42282_semantic,42282,1,16,0.666723315532202,0.666723315522883
tokyo_42282_semantic,42282,2,2,0.0848314723455853,0.0848314723638822
tokyo_42282_semantic,42282,3,2,0.0831828906378129,0.0831828906298445
tokyo_42282_semantic,42282,4,4,0.165262321484399,0.16526232148339
tokyo_42282_temporal_spatial,42282,1,16,0.667293072762951,0.667293072753101
tokyo_42282_temporal_spatial,42282,2,2,0.0835273039661854,0.0835273039856969
tokyo_42282_temporal_spatial,42282,3,2,0.0822943207723452,0.0822943207652044
tokyo_42282_temporal_spatial,42282,4,4,0.166885302498518,0.166885302495998
tokyo_44616_relational_after,44616,1,39,1,1
tokyo_44616_semantic,44616,1,39,1,1
tokyo_44616_temporal_spatial,44616,1,39,1,1
tokyo_45189_relational_after,45189,1,2,0.0775491001638639,0.0775491001749933
tokyo_45189_relational_after,45189,2,23,0.922450899836136,0.922450899825007
tokyo_45189_semantic,45189,1,2,0.0775823297931385,0.0775823298042524
tokyo_45189_semantic,45189,2,23,0.922417670206861,0.922417670195747
tokyo_45189_temporal_spatial,45189,1,2,0.0790062001419932,0.0790062001524441
tokyo_45189_temporal_spatial,45189,2,23,0.920993799858007,0.920993799847556
tokyo_45205_relational_after,45205,1,140,1,1
tokyo_45205_semantic,45205,1,140,1,1
tokyo_45205_temporal_spatial,45205,1,140,1,1
tokyo_50046_relational_after,50046,1,51,0.930302479328776,0.930302479315534
tokyo_50046_relational_after,50046,2,4,0.0696975206712239,0.069697520684466
tokyo_50046_semantic,50046,1,51,0.928328189847176,0.928328189835773
tokyo_50046_semantic,50046,2,4,0.0716718101528235,0.0716718101642269
tokyo_50046_temporal_spatial,50046,1,51,0.928822802284446,0.928822802272582
tokyo_50046_temporal_spatial,50046,2,4,0.0711771977155541,0.0711771977274182
tokyo_51031_relational_after,51031,1,46,0.932657656436746,0.932657656437375
tokyo_51031_relational_after,51031,2,3,0.0673423435632544,0.0673423435626251
tokyo_51031_semantic,51031,1,46,0.938256897759856,0.93825689775527
tokyo_51031_semantic,51031,2,3,0.0617431022401444,0.0617431022447299
tokyo_51031_temporal_spatial,51031,1,46,0.941957539122356,0.941957539114324
tokyo_51031_temporal_spatial,51031,2,3,0.0580424608776444,0.0580424608856763
tokyo_51516_relational_after,51516,1,33,1,1
tokyo_51516_semantic,51516,1,33,1,1
tokyo_51516_temporal_spatial,51516,1,33,1,1
tokyo_52894_relational_after,52894,1,2,0.0455179346422421,0.0455179346475472
tokyo_52894_relational_after,52894,2,24,0.566033609248067,0.566033609215424
tokyo_52894_relational_after,52894,3,2,0.0457162409195049,0.0457162409247176
tokyo_52894_relational_after,52894,4,2,0.0457675968100153,0.0457675968152042
tokyo_52894_relational_after,52894,5,2,0.0461988803875973,0.0461988803925853
tokyo_52894_relational_after,52894,6,5,0.115070516026057,0.115070516033047
tokyo_52894_relational_after,52894,7,4,0.0908756187638123,0.0908756187631396
tokyo_52894_relational_after,52894,8,2,0.0448196032027041,0.0448196032083344
tokyo_52894_semantic,52894,1,2,0.0461021533410215,0.0461021533510877
tokyo_52894_semantic,52894,2,24,0.554228984047932,0.554228983993642
tokyo_52894_semantic,52894,3,2,0.0469780682069909,0.0469780682162413
tokyo_52894_semantic,52894,4,2,0.0464936791344783,0.0464936791441798
tokyo_52894_semantic,52894,5,2,0.0468395140397266,0.046839514049106
tokyo_52894_semantic,52894,6,5,0.117740851507817,0.11774085151931
tokyo_52894_semantic,52894,7,4,0.0936897858088435,0.0936897858048771
tokyo_52894_semantic,52894,8,2,0.04792696391319,0.0479269639215567
tokyo_52894_temporal_spatial,52894,1,2,0.0461497348399116,0.0461497348499334
tokyo_52894_temporal_spatial,52894,2,24,0.556338140838341,0.556338140782086
tokyo_52894_temporal_spatial,52894,3,2,0.047086989479838,0.047086989488987
tokyo_52894_temporal_spatial,52894,4,2,0.0465147416329486,0.0465147416426305
tokyo_52894_temporal_spatial,52894,5,2,0.0463628109948029,0.0463628110046263
tokyo_52894_temporal_spatial,52894,6,5,0.117224806523087,0.117224806535061
tokyo_52894_temporal_spatial,52894,7,4,0.0941264690484151,0.094126469044042
tokyo_52894_temporal_spatial,52894,8,2,0.0461963066426557,0.0461963066526342
tokyo_53205_relational_after,53205,1,40,1,1
tokyo_53205_semantic,53205,1,40,1,1
tokyo_53205_temporal_spatial,53205,1,40,1,1
tokyo_53405_relational_after,53405,1,12,0.465344913441908,0.465344913432922
tokyo_53405_relational_after,53405,2,2,0.0775585631165788,0.077558563126869
tokyo_53405_relational_after,53405,3,3,0.115083649503867,0.115083649514576
tokyo_53405_relational_after,53405,4,7,0.265389103549359,0.265389103526185
tokyo_53405_relational_after,53405,5,2,0.0766237703882869,0.0766237703994477
tokyo_53405_semantic,53405,1,12,0.469814761430276,0.469814761417127
tokyo_53405_semantic,53405,2,2,0.0764764523121857,0.0764764523234837
tokyo_53405_semantic,53405,3,3,0.114629948714648,0.114629948725779
tokyo_53405_semantic,53405,4,7,0.262510163181613,0.26251016316112
tokyo_53405_semantic,53405,5,2,0.0765686743612779,0.07656867437249
tokyo_53405_temporal_spatial,53405,1,12,0.471194322871205,0.471194322856771
tokyo_53405_temporal_spatial,53405,2,2,0.0766200286570528,0.0766200286682171
tokyo_53405_temporal_spatial,53405,3,3,0.114241041006752,0.114241041018245
tokyo_53405_temporal_spatial,53405,4,7,0.260226746749274,0.260226746730908
tokyo_53405_temporal_spatial,53405,5,2,0.077717860715717,0.0777178607258588
tokyo_55985_relational_after,55985,1,30,1,1
tokyo_55985_semantic,55985,1,30,1,1
tokyo_55985_temporal_spatial,55985,1,30,1,1
tokyo_59554_relational_after,59554,1,23,1,1
tokyo_59554_semantic,59554,1,23,1,1
tokyo_59554_temporal_spatial,59554,1,23,1,1
tokyo_60393_relational_after,60393,1,170,1,1
tokyo_60393_semantic,60393,1,170,1,1
tokyo_60393_temporal_spatial,60393,1,170,1,1
tokyo_70564_relational_after,70564,1,103,0.971611899170415,0.971611899140508
tokyo_70564_relational_after,70564,2,3,0.0283881008295846,0.0283881008594919
tokyo_70564_semantic,70564,1,103,0.970776739055848,0.970776739027496
tokyo_70564_semantic,70564,2,3,0.0292232609441523,0.029223260972504
tokyo_70564_temporal_spatial,70564,1,103,0.971511553724208,0.971511553694488
tokyo_70564_temporal_spatial,70564,2,3,0.0284884462757917,0.0284884463055121
tokyo_70703_relational_after,70703,1,39,0.827954858105804,0.827954858073855
tokyo_70703_relational_after,70703,2,4,0.0837244834666677,0.0837244834773905
tokyo_70703_relational_after,70703,3,2,0.0461196281300115,0.0461196281387994
tokyo_70703_relational_after,70703,4,2,0.0422010302975172,0.0422010303099546
tokyo_70703_semantic,70703,1,39,0.82834878672406,0.828348786691745
tokyo_70703_semantic,70703,2,4,0.0861134724188234,0.0861134724273214
tokyo_70703_semantic,70703,3,2,0.0430102216388552,0.0430102216505389
tokyo_70703_semantic,70703,4,2,0.0425275192182616,0.0425275192303949
tokyo_70703_temporal_spatial,70703,1,39,0.828414984521322,0.828414984488946
tokyo_70703_temporal_spatial,70703,2,4,0.0854097664014371,0.0854097664105905
tokyo_70703_temporal_spatial,70703,3,2,0.0429745332562263,0.0429745332679432
tokyo_70703_temporal_spatial,70703,4,2,0.0432007158210143,0.0432007158325206
tokyo_72210_relational_after,72210,1,33,0.943585119725182,0.943585119705287
tokyo_72210_relational_after,72210,2,2,0.0564148802748177,0.0564148802947135
tokyo_72210_semantic,72210,1,33,0.943267322195197,0.943267322175598
tokyo_72210_semantic,72210,2,2,0.0567326778048027,0.0567326778244025
tokyo_72210_temporal_spatial,72210,1,33,0.944571405870863,0.944571405850048
tokyo_72210_temporal_spatial,72210,2,2,0.0554285941291374,0.0554285941499517
tokyo_72444_relational_after,72444,1,29,1,1
tokyo_72444_semantic,72444,1,29,1,1
tokyo_72444_temporal_spatial,72444,1,29,1,1
tokyo_74188_relational_after,74188,1,33,0.849499092029241,0.849499091986623
tokyo_74188_relational_after,74188,2,2,0.0495283636304061,0.0495283636452069
tokyo_74188_relational_after,74188,3,2,0.050295718974722,0.0502957189888081
tokyo_74188_relational_after,74188,4,2,0.0506768253656312,0.0506768253793624
tokyo_74188_semantic,74188,1,33,0.842995928784702,0.84299592874814
tokyo_74188_semantic,74188,2,2,0.0522953673513862,0.05229536736361
tokyo_74188_semantic,74188,3,2,0.0523739803146042,0.0523739803267548
tokyo_74188_semantic,74188,4,2,0.0523347235493078,0.052334723561495
tokyo_74188_temporal_spatial,74188,1,33,0.84339190872147,0.84339190868454
tokyo_74188_temporal_spatial,74188,2,2,0.050960482170913,0.05096048218438
tokyo_74188_temporal_spatial,74188,3,2,0.0528560852186047,0.0528560852303063
tokyo_74188_temporal_spatial,74188,4,2,0.0527915238890122,0.0527915239007739
tokyo_74982_relational_after,74982,1,2,0.0809330724790798,0.0809330724854415
tokyo_74982_relational_after,74982,2,16,0.672957682956134,0.672957682938522
tokyo_74982_relational_after,74982,3,4,0.164631541424423,0.164631541429566
tokyo_74982_relational_after,74982,4,2,0.0814777031403627,0.0814777031464707
tokyo_74982_semantic,74982,1,2,0.0841632846245047,0.0841632846342196
tokyo_74982_semantic,74982,2,16,0.665328791006781,0.665328790978661
tokyo_74982_semantic,74982,3,4,0.166702724013554,0.166702724021911
tokyo_74982_semantic,74982,4,2,0.0838052003551597,0.0838052003652081
tokyo_74982_temporal_spatial,74982,1,2,0.0806607863272485,0.0806607863402253
tokyo_74982_temporal_spatial,74982,2,16,0.672168787865625,0.672168787831134
tokyo_74982_temporal_spatial,74982,3,4,0.164508505622327,0.164508505632727
tokyo_74982_temporal_spatial,74982,4,2,0.0826619201848005,0.0826619201959136
tokyo_78286_relational_after,78286,1,76,1,1
tokyo_78286_semantic,78286,1,76,1,1
tokyo_78286_temporal_spatial,78286,1,76,1,1
tokyo_79139_relational_after,79139,1,32,1,1
tokyo_79139_semantic,79139,1,32,1,1
tokyo_79139_temporal_spatial,79139,1,32,1,1
tokyo_79719_relational_after,79719,1,55,0.966084789271729,0.966084789250872
tokyo_79719_relational_after,79719,2,2,0.0339152107282707,0.0339152107491278
tokyo_79719_semantic,79719,1,55,0.965188307126428,0.965188307107241
tokyo_79719_semantic,79719,2,2,0.0348116928735719,0.0348116928927592
tokyo_79719_temporal_spatial,79719,1,55,0.966002912548455,0.966002912538103
tokyo_79719_temporal_spatial,79719,2,2,0.0339970874515446,0.0339970874618969
tokyo_80051_relational_after,80051,1,3,0.0870797894722517,0.0870797895001188
tokyo_80051_relational_after,80051,2,31,0.912920210527748,0.912920210499881
tokyo_80051_semantic,80051,1,3,0.0922874234402451,0.0922874234493287
tokyo_80051_semantic,80051,2,31,0.907712576559755,0.907712576550671
tokyo_80051_temporal_spatial,80051,1,3,0.0827374785708534,0.082737478588831
tokyo_80051_temporal_spatial,80051,2,31,0.917262521429147,0.917262521411169
tokyo_80415_relational_after,80415,1,25,1,1
tokyo_80415_semantic,80415,1,25,1,1
tokyo_80415_temporal_spatial,80415,1,25,1,1
tokyo_80480_relational_after,80480,1,38,1,1
tokyo_80480_semantic,80480,1,38,1,1
tokyo_80480_temporal_spatial,80480,1,38,1,1
tokyo_86988_relational_after,86988,1,47,1,1
tokyo_86988_semantic,86988,1,47,1,1
tokyo_86988_temporal_spatial,86988,1,47,1,1
tokyo_87391_temporal_spatial,87391,1,20,1,1
tokyo_88625_relational_after,88625,1,2,0.0612160783578188,0.0612160783716457
tokyo_88625_relational_after,88625,2,28,0.878001248733348,0.878001248705492
tokyo_88625_relational_after,88625,3,2,0.0607826729088334,0.0607826729228621
tokyo_88625_semantic,88625,1,2,0.0637872594071795,0.0637872594198091
tokyo_88625_semantic,88625,2,28,0.872155306574764,0.872155306549631
tokyo_88625_semantic,88625,3,2,0.0640574340180561,0.0640574340305599
tokyo_88625_temporal_spatial,88625,1,2,0.0632903240679897,0.0632903240808507
tokyo_88625_temporal_spatial,88625,2,28,0.874494588025075,0.874494587998852
tokyo_88625_temporal_spatial,88625,3,2,0.0622150879069354,0.062215087920297
tokyo_88793_relational_after,88793,1,44,0.877183196278955,0.877183196243123
tokyo_88793_relational_after,88793,2,2,0.039850217898455,0.0398502179139163
tokyo_88793_relational_after,88793,3,2,0.0435887962016252,0.0435887962136046
tokyo_88793_relational_after,88793,4,2,0.039377789620965,0.0393777896293556
tokyo_88793_semantic,88793,1,44,0.8764034077276,0.876403407692495
tokyo_88793_semantic,88793,2,2,0.0398434704709643,0.0398434704864318
tokyo_88793_semantic,88793,3,2,0.0401696256481846,0.0401696256633484
tokyo_88793_semantic,88793,4,2,0.0435834961532514,0.0435834961577251
tokyo_88793_temporal_spatial,88793,1,44,0.878930679377522,0.878930679340064
tokyo_88793_temporal_spatial,88793,2,2,0.0411033598291173,0.0411033598434115
tokyo_88793_temporal_spatial,88793,3,2,0.0416954425874798,0.0416954426012225
tokyo_88793_temporal_spatial,88793,4,2,0.0382705182058805,0.0382705182153023
